Comunidad Autónoma,Año,PIB,Poblacion,PIB per capita,Recoleccion-domésticos y vias,Recoleccion-voluminosos,Recoleccion-metálicos,Recoleccion-vidrio,Recoleccion-papel y carton,Recoleccion-plasticos,Recoleccion-madera,Recoleccion-textiles,Recoleccion-eq. electricos,Recoleccion-pilas,Recoleccion-animales,Recoleccion-Envases mixtos,lodos,Recoleccion-construccion,Recoleccion-otros,TOTAL RESIDUOS MEZCLADOS,TOTAL RESIDUOS DE RECOGIDA SEPARADA,TOTAL RESIDUOS,Reciclado procedente de recogida separada,Materiales recuperados-TMB mezclados,Compostado/Digestion anaerobia de FORS,Compostado/Digestión anaerobia,Incinerado,Vertido de rechazos,Vertido sin tratamiento previo,Total,Biological treatment of waste - Anaerobic digestion at biogas facilities,Biological treatment of waste - Composting,Biological treatment of waste - Solid waste disposal on land,Clinical waste incineration,Cremation,Domestic wastewater handling,Hazardous waste incineration,Industrial waste incineration,Industrial wastewater handling,Municipal waste incineration,Open burning of waste,Other waste (please specify in IIR),Other waste incineration (please specify in the IIR),Other wastewater handling,Sewage sludge incineration
COMUNIDAD DE MADRID,2016,211672686.0,6466996.0,32731.22,2017961.0,59683.0,522.0,81820.0,88078.0,480.0,7487.0,1129.0,2229.0,148.0,59119.0,128170.0,0.0,25022.0,108.0,2077644.0,394312.0,2471956.0,396.45,40.744,17.554,64.3,480.77,507402.0,1075348.0,2582564.0,,,,,,,,,,,,,,,
COMUNIDAD DE MADRID,2015,204244524.0,6436996.0,31729.79,1929269.0,50243.0,1556.0,78430.0,86451.0,372.0,5594.0,608.0,10004.0,164.0,25557.0,123505.0,0.0,17076.0,0.0,1979512.0,349317.0,2328829.0,329501.0,44285.0,22148.0,25347.0,447932.0,541605.0,1071846.0,2482664.0,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2018,20047454.0,647554.0,30958.74,153346.0,20058.0,143.0,16777.0,27931.0,114.0,5051.0,3956.0,4696.0,128.0,38706.0,22389.0,0.0,674.0,60.0,173404.0,120625.0,294029.0,71919.0,1061.0,31904.0,25992.0,0.0,56713.0,87536.0,275126.0,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2016,18747249.0,640647.0,29262.99,153238.0,12147.0,194.0,15959.0,26684.0,641.0,4135.0,2671.0,3936.0,120.0,49360.0,20542.0,0.0,28.0,0.0,165385.0,124270.0,289655.0,71.92,1.061,31.904,25.99,0.0,56.71,87.536,275.13,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2015,18145704.0,640476.0,28331.59,158723.0,2865.0,57.0,15871.0,26057.0,1589.0,3413.0,1235.0,1360.0,58.0,43156.0,20101.0,0.0,3.0,21780.0,161588.0,134680.0,296268.0,70574.0,1025.0,44181.0,30608.0,0.0,51966.0,86761.0,285115.0,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2013,17237767.0,644477.0,26746.91,170106.0,9686.0,1466.0,15521.0,24427.0,1551.0,5860.0,2121.0,2118.0,233.0,21375.0,18471.0,0.0,3.0,5564.0,179792.0,98710.0,278502.0,68961.0,888.0,30585.0,31559.5,0.0,49169.0,91729.5,272892.0,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2017,19528873.0,643234.0,30360.45,156189.0,16568.0,75.0,16179.0,26211.0,648.0,4844.0,3231.0,4384.0,121.0,34191.0,21217.0,0.0,0.0,12.0,172757.0,111113.0,283870.0,69583.0,989.0,30865.0,33554.0,0.0,48947.0,88492.0,272430.0,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2011,17942160.0,642051.0,27945.07,180874.0,8984.0,6425.0,16190.0,25905.0,1043.0,12380.0,841.0,2629.0,62.0,25607.0,22398.0,698.0,7837.0,32.0,189858.0,122047.0,311905.0,68557.75,853.75,27186.0,31797.38,0.0,48469.75,92971.625,269836.25,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2012,17282206.0,644566.0,26812.16,174865.0,9262.0,1331.0,15684.0,24427.0,8484.0,5532.0,1258.0,2273.0,73.0,20858.0,17886.0,508.0,7296.0,40.0,184127.0,105650.0,289777.0,68154.5,819.5,23787.0,32035.25,0.0,47770.5,94213.75,266780.5,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2010,17973969.0,636924.0,28219.96,185635.0,10709.0,1894.0,16168.0,30090.0,2512.0,4831.0,858.0,3626.0,118.0,27200.0,20135.0,2245.0,462.0,10661.0,196344.0,120800.0,317144.0,68356.12,836.625,25486.5,31916.31,0.0,48120.12,93592.6875,268308.38,,,,,,,,,,,,,,,
COMUNIDAD FORAL DE NAVARRA,2014,17505255.0,640790.0,27318.24,161882.0,2950.0,57.0,16697.0,22981.0,1604.0,3446.0,1199.0,1130.0,48.0,22506.0,20298.0,0.0,3.0,21989.0,164832.0,111958.0,276790.0,67348.0,751.0,16989.0,32511.0,0.0,46372.0,96698.0,260669.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2018,111793978.0,4963703.0,22522.29,2050369.0,100906.0,2052.0,85018.0,70106.0,1761.0,17433.0,7237.0,3212.0,123.0,74512.0,52925.0,0.0,78893.0,327.0,2151275.0,393599.0,2544874.0,279764.0,128774.0,0.0,822011.0,0.0,1200792.0,0.0,2431341.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2015,100110751.0,4980689.0,20099.78,1865704.0,44483.0,2119.0,80869.0,54032.0,1889.0,2810.0,4556.0,4396.0,83.0,39696.0,42150.0,0.0,38457.0,6135.0,1910187.0,277192.0,2187379.0,277859.0,106560.0,0.0,558239.0,9916.0,1238984.0,0.0,2191558.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2017,107785815.0,4941509.0,21812.33,2014008.0,70823.0,1341.0,82770.0,60081.0,481.0,17071.0,4999.0,2331.0,98.0,64083.0,44216.0,0.0,72359.0,88.0,2084831.0,349918.0,2434749.0,273613.0,117653.0,0.0,845290.0,2795.0,1137355.0,0.0,2376705.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2016,103228580.0,4959968.0,20812.35,1855269.0,82055.0,763.0,82254.0,62387.0,639.0,5201.0,4988.0,1617.0,77.0,35000.0,43424.0,0.0,36085.0,14.0,1937324.0,272449.0,2209773.0,279.76,128.774,0.0,822.01,0.0,1200792.0,0.0,2431341.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2014,96320641.0,5004844.0,19245.48,1843503.0,44376.0,2139.0,79025.0,57928.0,1907.0,2837.0,4421.0,3652.0,69.0,41173.0,40546.0,0.0,38826.0,6194.0,1887879.0,278717.0,2166596.0,252584.0,112072.0,0.0,676626.0,0.0,1114264.0,616.0,2156162.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2012,95177430.0,5129266.0,18555.76,1811419.0,45969.0,1533.0,79540.0,60294.0,6270.0,6967.0,1164.0,1881.0,78.0,70675.0,40158.0,0.0,21457.0,1557.0,1857388.0,291574.0,2148962.0,258902.75,110694.0,0.0,647029.25,2479.0,1145444.0,462.0,2165011.0,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2011,99706759.0,5117190.0,19484.67,1805042.0,91753.0,842.0,74444.0,66658.0,16978.0,5800.0,146.0,328.0,59.0,70792.0,41815.0,1852.0,44919.0,365.0,1896795.0,324998.0,2221793.0,262062.12,110005.0,0.0,632230.88,3718.5,1161034.0,385.0,2169435.5,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2010,101201463.0,5111706.0,19797.98,1869060.0,59550.0,3290.0,77146.0,75158.0,26006.0,9244.0,291.0,1192.0,652.0,88836.0,41120.0,949.0,47837.0,4484.0,1928610.0,376205.0,2304815.0,260482.44,110349.5,0.0,639630.06,3098.75,1153239.0,423.5,2167223.25,,,,,,,,,,,,,,,
COMUNITAT VALENCIANA,2013,94309154.0,5113815.0,18442.03,1798999.0,28634.0,1663.0,80869.0,54032.0,1687.0,11331.0,963.0,1214.0,2564.0,52175.0,39796.0,0.0,65539.0,2142.0,1827633.0,313975.0,2141608.0,265221.5,109316.0,0.0,617432.5,4958.0,1176624.0,308.0,2173860.0,,,,,,,,,,,,,,,
EXTREMADURA,2014,17024183.0,1099632.0,15481.71,404418.0,4236.0,2585.0,7156.0,39097.0,13.0,0.0,124.0,178.0,17.0,0.0,10604.0,0.0,26178.0,425.0,408654.0,86377.0,495031.0,72289.0,15206.0,0.0,104392.0,0.0,269702.0,22287.0,483876.0,,,,,,,,,,,,,,,
EXTREMADURA,2013,17057479.0,1104004.0,15450.56,391583.0,3695.0,39.0,8676.0,34437.0,2.0,151.0,155.0,182.0,13.0,0.0,10418.0,0.0,274.0,23.0,395278.0,54370.0,449648.0,72934.0,15117.5,0.0,107601.5,0.0,275248.0,11143.5,482044.5,,,,,,,,,,,,,,,
EXTREMADURA,2012,17065094.0,1108130.0,15399.9,428571.0,5628.0,96.0,7439.0,32580.0,1074.0,144.0,57.0,216.0,32.0,0.0,9985.0,0.0,1444.0,29.0,434199.0,53096.0,487295.0,72611.5,15161.75,0.0,105996.75,0.0,272475.0,16715.25,482960.25,,,,,,,,,,,,,,,
EXTREMADURA,2016,18504343.0,1087778.0,17011.14,398673.0,17444.0,3836.0,9559.0,34629.0,4.0,231.0,93.0,259.0,12.0,0.0,11320.0,0.0,10006.0,0.0,416117.0,69949.0,486066.0,70.39,14.238,0.0,145.85,0.0,250727.0,22502.0,503704.0,,,,,,,,,,,,,,,
EXTREMADURA,2010,18135329.0,1107220.0,16379.16,491529.0,16706.0,1220.0,8570.0,32753.0,4416.0,0.0,3.0,271.0,42.0,0.0,10320.0,0.0,0.0,6.0,508235.0,57601.0,565836.0,72692.12,15150.6875,0.0,106397.94,0.0,273168.25,15322.3125,482731.31,,,,,,,,,,,,,,,
EXTREMADURA,2018,20088238.0,1072863.0,18723.95,425445.0,23809.0,123.0,8231.0,36522.0,0.0,304.0,368.0,263.0,10.0,0.0,13102.0,0.0,633.0,6.0,449254.0,59562.0,508816.0,70385.0,14238.0,0.0,145852.0,0.0,250727.0,22502.0,503704.0,,,,,,,,,,,,,,,
EXTREMADURA,2017,19534814.0,1079920.0,18089.13,425308.0,13280.0,199.0,7943.0,31576.0,0.0,221.0,66.0,116.0,9.0,0.0,11776.0,0.0,9972.0,4.0,438588.0,61882.0,500470.0,66513.0,14800.0,0.0,121845.0,0.0,258471.0,38385.0,500013.0,,,,,,,,,,,,,,,
EXTREMADURA,2011,17738058.0,1109367.0,15989.35,450878.0,6465.0,157.0,7501.0,16286.0,646.0,2033.0,81.0,267.0,35.0,0.0,10129.0,0.0,3527.0,17.0,457343.0,40679.0,498022.0,72772.75,15139.625,0.0,106799.12,0.0,273861.5,13929.375,482502.38,,,,,,,,,,,,,,,
EXTREMADURA,2015,17902594.0,1092997.0,16379.36,405565.0,4207.0,2561.0,8003.0,40151.0,13.0,0.0,115.0,214.0,21.0,0.0,10798.0,0.0,25929.0,421.0,409772.0,88226.0,497998.0,73579.0,15029.0,0.0,110811.0,0.0,280794.0,0.0,480213.0,,,,,,,,,,,,,,,
GALICIA,2013,53925394.0,2765940.0,19496.23,906675.0,8990.0,1099.0,38058.0,31619.0,10384.0,5235.0,150.0,3358.0,297.0,43208.0,21853.0,0.0,9369.0,2504.0,915665.0,167134.0,1082799.0,124728.5,28179.0,8466.5,56316.0,539614.5,152874.5,204089.0,1114267.5,,,,,,,,,,,,,,,
GALICIA,2010,56767263.0,2797653.0,20291.03,1002349.0,23130.0,884.0,39096.0,46567.0,7219.0,6561.0,415.0,784.0,90.0,55537.0,22144.0,21.0,6731.0,6305.0,1025479.0,192354.0,1217833.0,122294.19,28052.625,8602.8125,56814.38,542283.56,153194.56,198584.75,1109826.56,,,,,,,,,,,,,,,
GALICIA,2015,56666599.0,2732347.0,20739.17,925608.0,14872.0,2751.0,39743.0,32591.0,26702.0,11267.0,227.0,8726.0,79.0,45501.0,22123.0,0.0,12499.0,336.0,940480.0,202545.0,1143025.0,131220.0,28516.0,8103.0,54987.0,532497.0,152021.0,218767.0,1126110.0,,,,,,,,,,,,,,,
GALICIA,2018,62436133.0,2701743.0,23109.58,940395.0,13508.0,1250.0,45757.0,37457.0,813.0,7195.0,396.0,7460.0,38.0,52319.0,25930.0,0.0,5652.0,75.0,953903.0,184342.0,1138245.0,133513.0,30020.0,7482.0,54458.0,533699.0,175722.0,209868.0,1144762.0,,,,,,,,,,,,,,,
GALICIA,2014,54190333.0,2748695.0,19714.93,923724.0,14984.0,2778.0,39045.0,31674.0,26958.0,11375.0,205.0,7249.0,66.0,45929.0,22255.0,0.0,12619.0,339.0,938708.0,200492.0,1139200.0,118237.0,27842.0,8830.0,57645.0,546732.0,153728.0,189411.0,1102425.0,,,,,,,,,,,,,,,
GALICIA,2012,53971849.0,2781498.0,19403.88,930930.0,9232.0,790.0,36465.0,34556.0,4281.0,4289.0,461.0,3236.0,86.0,51994.0,21437.0,28.0,8448.0,1373.0,940162.0,167444.0,1107606.0,121482.75,28010.5,8648.25,56980.5,543173.25,153301.25,196750.0,1108346.25,,,,,,,,,,,,,,,
GALICIA,2016,58279948.0,2718525.0,21438.08,933618.0,12217.0,663.0,41253.0,34402.0,1100.0,2150.0,114.0,5089.0,324.0,45756.0,22893.0,0.0,6996.0,4029.0,945835.0,164769.0,1110604.0,133.51,30.02,7.482,54.46,533.7,175722.0,209868.0,1144762.0,,,,,,,,,,,,,,,
GALICIA,2011,55767991.0,2795422.0,19949.76,983351.0,21650.0,537.0,36359.0,38163.0,2152.0,4956.0,300.0,6351.0,73.0,52015.0,22186.0,41.0,10122.0,271.0,1005001.0,173526.0,1178527.0,123105.62,28094.75,8557.375,56648.25,541393.88,153087.88,200419.5,1111306.88,,,,,,,,,,,,,,,
GALICIA,2017,60394810.0,2708339.0,22299.58,938191.0,12507.0,652.0,43307.0,33262.0,1324.0,4590.0,81.0,6736.0,72.0,47276.0,23194.0,0.0,7754.0,53.0,950698.0,168301.0,1118999.0,130046.0,23518.0,8246.0,54873.0,549447.0,151123.0,216457.0,1133711.0,,,,,,,,,,,,,,,
ILLES BALEARS ,2016,29831313.0,1107220.0,26942.53,690919.0,7845.0,569.0,36051.0,43425.0,21.0,307.0,2493.0,1244.0,0.0,36739.0,20774.0,0.0,4901.0,840.0,698764.0,147364.0,846128.0,153.15,1.938,36.774,16.69,505.89,37932.0,143927.0,896296.0,,,,,,,,,,,,,,,
ILLES BALEARS ,2018,32767619.0,1128908.0,29025.94,672375.0,65140.0,7982.0,40752.0,54341.0,407.0,2752.0,742.0,5105.0,19.0,54262.0,35189.0,0.0,19402.0,19.0,737515.0,220972.0,958487.0,153149.0,1938.0,36774.0,16690.0,505886.0,37932.0,143927.0,896296.0,,,,,,,,,,,,,,,
ILLES BALEARS ,2013,25931407.0,1111674.0,23326.45,580790.0,26407.0,137.0,29324.0,38238.0,0.0,63.0,42.0,253.0,10.0,39566.0,13960.0,0.0,80620.0,34.0,607197.0,202247.0,809444.0,115697.0,228.5,24979.0,24942.0,494795.5,20998.5,120540.5,802181.0,,,,,,,,,,,,,,,
ILLES BALEARS ,2011,26398144.0,1113114.0,23715.58,728073.0,11405.0,500.0,22298.0,25162.0,1935.0,2387.0,39.0,124.0,1.0,31026.0,23696.0,0.0,2432.0,18.0,739478.0,109618.0,849096.0,113166.25,220.875,24838.25,23346.5,484595.62,22351.12,117721.125,786239.75,,,,,,,,,,,,,,,
ILLES BALEARS ,2012,25979358.0,1119439.0,23207.48,656391.0,3408.0,153.0,29039.0,38865.0,4038.0,2596.0,53.0,831.0,2.0,22447.0,23867.0,0.0,1968.0,32.0,659799.0,123891.0,783690.0,110635.5,213.25,24697.5,21751.0,474395.75,23703.75,114901.75,770298.5,,,,,,,,,,,,,,,
ILLES BALEARS ,2010,26535097.0,1106049.0,23990.89,686634.0,10298.0,270.0,21097.0,24606.0,2245.0,129.0,25.0,501.0,59.0,36670.0,14427.0,1572.0,511.0,7298.0,696932.0,109410.0,806342.0,111900.88,217.0625,24767.875,22548.75,479495.69,23027.44,116311.4375,778269.12,,,,,,,,,,,,,,,
ILLES BALEARS ,2014,26769837.0,1103442.0,24260.3,592710.0,20977.0,261.0,31628.0,39564.0,362.0,142.0,191.0,1173.0,11.0,30772.0,14643.0,0.0,11155.0,528.0,613687.0,130430.0,744117.0,105574.0,198.0,24416.0,18560.0,453996.0,26409.0,109263.0,738416.0,,,,,,,,,,,,,,,
ILLES BALEARS ,2015,28245574.0,1104479.0,25573.66,740768.0,25968.0,259.0,31759.0,40223.0,359.0,140.0,198.0,1412.0,14.0,32961.0,18842.0,0.0,11049.0,523.0,766736.0,137739.0,904475.0,125820.0,259.0,25542.0,31324.0,535595.0,15588.0,131818.0,865946.0,,,,,,,,,,,,,,,
ILLES BALEARS ,2017,31383376.0,1115999.0,28121.33,665699.0,20453.0,775.0,38640.0,45630.0,3.0,4993.0,860.0,2218.0,28.0,42829.0,31911.0,0.0,14417.0,19.0,686152.0,182323.0,868475.0,143799.0,48.0,29992.0,16179.0,499431.0,39216.0,140144.0,868808.0,,,,,,,,,,,,,,,
LA RIOJA ,2014,7685969.0,319002.0,24093.8,104691.0,846.0,26.0,6737.0,7409.0,9.0,631.0,169.0,56.0,13.0,0.0,4659.0,0.0,39.0,10.0,105537.0,19758.0,125295.0,24629.0,5225.0,0.0,39857.0,0.0,61255.0,0.0,130966.0,,,,,,,,,,,,,,,
LA RIOJA ,2017,8295191.0,315381.0,26302.13,106943.0,1592.0,74.0,8570.0,7971.0,43.0,181.0,12.0,223.0,16.0,0.0,4989.0,0.0,103.0,6.0,108535.0,22188.0,130723.0,28676.0,4606.0,0.0,27284.0,0.0,77184.0,0.0,137748.0,,,,,,,,,,,,,,,
LA RIOJA ,2016,8014694.0,315794.0,25379.5,106233.0,1529.0,80.0,8784.0,7991.0,7.0,82.0,8.0,213.0,11.0,0.0,4780.0,0.0,8360.0,7.0,107762.0,30323.0,138085.0,27.97,4.537,0.0,31.08,0.0,74533.0,0.0,13812.0,,,,,,,,,,,,,,,
LA RIOJA ,2018,8593185.0,315675.0,27221.62,107923.0,3193.0,1.0,8923.0,8150.0,1.0,71.0,10.0,178.0,16.0,0.0,5507.0,0.0,144.0,4.0,111116.0,23005.0,134121.0,27969.0,4537.0,0.0,31081.0,0.0,74533.0,0.0,138120.0,,,,,,,,,,,,,,,
LA RIOJA ,2010,7977333.0,322415.0,24742.44,111409.0,1276.0,0.0,6496.0,9187.0,0.0,1153.0,11.0,266.0,7.0,0.0,4717.0,0.0,0.0,1.0,112685.0,21838.0,134523.0,26159.31,5298.125,0.0,38437.62,0.0,63157.5,0.0,133052.56,,,,,,,,,,,,,,,
LA RIOJA ,2012,7636210.0,323609.0,23597.03,104789.0,1040.0,28.0,5868.0,7919.0,9.0,91.0,7.0,73.0,5.0,0.0,4708.0,0.0,47.0,18.0,105829.0,18773.0,124602.0,25853.25,5283.5,0.0,38721.5,0.0,62777.0,0.0,132635.25,,,,,,,,,,,,,,,
LA RIOJA ,2015,7962438.0,317053.0,25113.9,105254.0,842.0,26.0,7532.0,7605.0,9.0,625.0,198.0,68.0,15.0,0.0,4688.0,0.0,39.0,10.0,106096.0,20815.0,126911.0,29526.0,5459.0,0.0,35315.0,0.0,67343.0,0.0,137643.0,,,,,,,,,,,,,,,
LA RIOJA ,2013,7539145.0,322027.0,23411.53,103026.0,8702.0,2.0,5929.0,7537.0,2.0,3.0,2.0,34.0,2.0,0.0,4705.0,0.0,20.0,1.0,111728.0,18237.0,129965.0,27077.5,5342.0,0.0,37586.0,0.0,64299.0,0.0,134304.5,,,,,,,,,,,,,,,
LA RIOJA ,2011,7907440.0,322955.0,24484.65,109774.0,741.0,0.0,5939.0,8584.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.0,0.0,0.0,0.0,110515.0,19283.0,129798.0,26465.38,5312.75,0.0,38153.75,0.0,63538.0,0.0,133469.88,,,,,,,,,,,,,,,
MELILLA,2012,1369832.0,80802.0,16952.95,,,,,,,,,,,,,,,,,,,3238.0,0.0,0.0,0.0,41948.75,0.0,0.0,45186.75,,,,,,,,,,,,,,,
MELILLA,2010,1415709.0,76034.0,18619.42,,,,,,,,,,,,,,,,,,,3368.0,0.0,0.0,0.0,42116.19,0.0,0.0,45484.19,,,,,,,,,,,,,,,
MELILLA,2014,1402792.0,84509.0,16599.32,,,,,,,,,,,,,,,,,,,2718.0,0.0,0.0,0.0,41279.0,0.0,0.0,43997.0,,,,,,,,,,,,,,,
MELILLA,2011,1417774.0,78476.0,18066.34,,,,,,,,,,,,,,,,,,,3498.0,0.0,0.0,0.0,42283.62,0.0,0.0,45781.62,,,,,,,,,,,,,,,
MELILLA,2016,1506101.0,86026.0,17507.51,,,,,,,,,,,,,,,,,,,5.5,0.0,0.0,0.0,39493.0,0.0,0.0,44995.0,,,,,,,,,,,,,,,
MELILLA,2015,1461285.0,85584.0,17074.28,,,,,,,,,,,,,,,,,,,4798.0,0.0,0.0,0.0,43958.0,0.0,0.0,48756.0,,,,,,,,,,,,,,,
MELILLA,2013,1389601.0,83679.0,16606.33,,,,,,,,,,,,,,,,,,,3758.0,0.0,0.0,0.0,42618.5,0.0,0.0,46376.5,,,,,,,,,,,,,,,
MELILLA,2018,1582540.0,86384.0,18319.83,,,,,,,,,,,,,,,,,,,5502.0,0.0,0.0,0.0,39493.0,0.0,0.0,44995.0,,,,,,,,,,,,,,,
MELILLA,2017,1519867.0,86120.0,17648.25,,,,,,,,,,,,,,,,,,,3767.0,0.0,0.0,0.0,37407.0,0.0,0.0,41173.0,,,,,,,,,,,,,,,
PAÍS VASCO,2017,69657915.0,2194158.0,31746.99,550836.0,20175.0,1476.0,59903.0,139386.0,2325.0,37757.0,10814.0,7290.0,174.0,19882.0,43283.0,0.0,36071.0,66.0,571011.0,358427.0,929438.0,313046.0,8959.0,19641.0,39183.0,272237.0,83766.0,163014.0,899847.0,,,,,,,,,,,,,,,
PAÍS VASCO,2010,64680368.0,2178339.0,29692.52,694220.0,24083.0,2402.0,54075.0,169542.0,7922.0,22625.0,1097.0,2092.0,157.0,16071.0,31046.0,668.0,42783.0,7270.0,718303.0,357750.0,1076053.0,280844.75,18907.125,8877.375,35869.12,245290.75,85150.31,216172.75,891112.19,,,,,,,,,,,,,,,
PAÍS VASCO,2018,72029560.0,2199088.0,32754.29,609079.0,25268.0,1065.0,61700.0,147679.0,2255.0,36885.0,5223.0,3746.0,142.0,64337.0,47662.0,0.0,35532.0,22.0,634347.0,406248.0,1040595.0,313910.0,13512.0,58416.0,58327.0,260251.0,173229.0,126890.0,1004534.0,,,,,,,,,,,,,,,
PAÍS VASCO,2014,62677248.0,2188985.0,28633.02,564187.0,7293.0,435.0,56119.0,122104.0,1411.0,10015.0,12068.0,3968.0,91.0,6888.0,36020.0,0.0,22623.0,3459.0,571480.0,275201.0,846681.0,272376.0,22289.0,6468.0,27361.0,237992.0,81245.0,208694.0,856425.0,,,,,,,,,,,,,,,
PAÍS VASCO,2013,61625767.0,2191682.0,28118.02,779441.0,22008.0,929.0,54402.0,130614.0,1062.0,33587.0,6278.0,15067.0,164.0,25286.0,33942.0,0.0,41650.0,2152.0,801449.0,345133.0,1146582.0,285926.0,16878.0,10323.0,40974.0,249670.0,87493.5,220660.0,911924.5,,,,,,,,,,,,,,,
PAÍS VASCO,2015,64989988.0,2189257.0,29685.87,659754.0,8447.0,430.0,58948.0,117879.0,1398.0,9920.0,11907.0,4776.0,109.0,8509.0,38244.0,0.0,22408.0,3426.0,668201.0,277954.0,946155.0,299476.0,11467.0,14178.0,54587.0,261348.0,93742.0,232626.0,967424.0,,,,,,,,,,,,,,,
PAÍS VASCO,2011,64130843.0,2184606.0,29355.79,680888.0,11062.0,1457.0,54202.0,165214.0,6164.0,25947.0,1349.0,2056.0,149.0,17323.0,30848.0,0.0,51217.0,883.0,691950.0,356809.0,1048759.0,282538.5,18230.75,9359.25,37570.75,246750.5,85931.38,217668.5,898049.62,,,,,,,,,,,,,,,
PAÍS VASCO,2016,67126912.0,2189534.0,30658.08,640017.0,30764.0,1367.0,59178.0,128576.0,3207.0,32652.0,10916.0,5190.0,139.0,14988.0,39679.0,0.0,20334.0,216.0,670781.0,316442.0,987223.0,313.91,13.512,58.416,58.33,260.25,173.23,126.89,1004534.0,,,,,,,,,,,,,,,
PAÍS VASCO,2012,62558828.0,2193093.0,28525.39,769912.0,10149.0,1428.0,54038.0,124278.0,5118.0,21097.0,4849.0,5429.0,175.0,22319.0,32028.0,80.0,45125.0,2867.0,780061.0,318831.0,1098892.0,279151.0,19583.5,8395.5,34167.5,243831.0,84369.25,214677.0,884174.75,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2016,21694246.0,1042608.0,20807.67,395702.0,2222.0,563.0,37945.0,62374.0,473.0,4004.0,0.0,708.0,8.0,13728.0,10867.0,0.0,9315.0,36.0,397924.0,140021.0,537945.0,83.73,0.0,2.481,0.0,0.0,4908.0,390873.0,48199.0,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2013,20746770.0,1068165.0,19422.81,379965.0,9605.0,541.0,32817.0,58682.0,679.0,1942.0,106.0,787.0,6.0,7895.0,9944.0,0.0,16924.0,339.0,389570.0,130662.0,520232.0,130253.5,0.0,14649.5,0.0,0.0,4331.0,387883.0,537117.0,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2018,23258673.0,1028244.0,22619.8,388505.0,15404.0,813.0,16425.0,41766.0,943.0,3534.0,1234.0,2260.0,21.0,4879.0,12696.0,0.0,12409.0,44.0,403909.0,97024.0,500933.0,83728.0,0.0,2481.0,0.0,0.0,4908.0,390873.0,481990.0,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2014,20652899.0,1061756.0,19451.64,378646.0,15728.0,757.0,32687.0,49754.0,962.0,3595.0,504.0,1907.0,17.0,7365.0,9984.0,0.0,22534.0,438.0,394374.0,130504.0,524878.0,115005.0,0.0,17290.0,0.0,0.0,4375.0,378646.0,515315.0,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2011,22375426.0,1081487.0,20689.5,429491.0,5301.0,439.0,33763.0,67252.0,69.0,61.0,0.0,933.0,79.0,18626.0,10332.0,0.0,10217.0,827.0,434792.0,142598.0,577390.0,126441.38,0.0,15309.625,0.0,0.0,4342.0,385573.75,531666.5,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2015,21372587.0,1051229.0,20331.05,388188.0,15971.0,750.0,33197.0,56253.0,953.0,3561.0,579.0,2296.0,21.0,7284.0,10476.0,0.0,22320.0,434.0,404159.0,138124.0,542283.0,145502.0,0.0,12009.0,0.0,0.0,4287.0,397120.0,558919.0,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2012,21364846.0,1077360.0,19830.74,397887.0,5563.0,999.0,33534.0,55682.0,864.0,1826.0,136.0,939.0,74.0,6287.0,10016.0,0.0,20357.0,1105.0,403450.0,131819.0,535269.0,122629.25,0.0,15969.75,0.0,0.0,4353.0,383264.5,526216.0,,,,,,,,,,,,,,,
PRINCIPADO DE ASTURIAS,2017,22592548.0,1034960.0,21829.39,384797.0,8016.0,827.0,32131.0,53924.0,537.0,3176.0,882.0,1505.0,11.0,18226.0,11443.0,0.0,16007.0,29.0,392813.0,138698.0,531511.0,124207.0,0.0,15582.0,0.0,0.0,5366.0,386960.0,532115.0,,,,,,,,,,,,,,,
