Tipo de residuo;Comunidades autónomas;periodo;Total
07.5 Residuos de Madera;Madrid, Comunidad de;2016;7.487
07.5 Residuos de Madera;Madrid, Comunidad de;2015;5.594
07.5 Residuos de Madera;Madrid, Comunidad de;2014;5.647
07.5 Residuos de Madera;Madrid, Comunidad de;2013;10.453
07.5 Residuos de Madera;Madrid, Comunidad de;2012;8.805
07.5 Residuos de Madera;Madrid, Comunidad de;2011;9.364
07.5 Residuos de Madera;Madrid, Comunidad de;2010;5.555
07.5 Residuos de Madera;Murcia, Región de;2018;2.129
07.5 Residuos de Madera;Murcia, Región de;2017;1.427
07.5 Residuos de Madera;Murcia, Región de;2016;859
07.5 Residuos de Madera;Murcia, Región de;2015;793
07.5 Residuos de Madera;Murcia, Región de;2014;801
07.5 Residuos de Madera;Murcia, Región de;2013;741
07.5 Residuos de Madera;Murcia, Región de;2012;560
07.5 Residuos de Madera;Murcia, Región de;2011;1.206
07.5 Residuos de Madera;Murcia, Región de;2010;871
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2018;5.051
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2017;4.844
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2016;4.135
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2015;3.413
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2014;3.446
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2013;5.860
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2012;5.532
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2011;12.380
07.5 Residuos de Madera;Navarra, Comunidad Foral de;2010;4.831
07.5 Residuos de Madera;País Vasco;2018;36.885
07.5 Residuos de Madera;País Vasco;2017;37.757
07.5 Residuos de Madera;País Vasco;2016;32.652
07.5 Residuos de Madera;País Vasco;2015;9.920
07.5 Residuos de Madera;País Vasco;2014;10.015
07.5 Residuos de Madera;País Vasco;2013;33.587
07.5 Residuos de Madera;País Vasco;2012;21.097
07.5 Residuos de Madera;País Vasco;2011;25.947
07.5 Residuos de Madera;País Vasco;2010;22.625
07.5 Residuos de Madera;Rioja, La;2018;71
07.5 Residuos de Madera;Rioja, La;2017;181
07.5 Residuos de Madera;Rioja, La;2016;82
07.5 Residuos de Madera;Rioja, La;2015;625
07.5 Residuos de Madera;Rioja, La;2014;631
07.5 Residuos de Madera;Rioja, La;2013;3
07.5 Residuos de Madera;Rioja, La;2012;91
07.5 Residuos de Madera;Rioja, La;2011;0
07.5 Residuos de Madera;Rioja, La;2010;1.153
07.6 Residuos textiles;Total nacional;2018;40.344
07.6 Residuos textiles;Total nacional;2017;39.235
07.6 Residuos textiles;Total nacional;2016;34.616
07.6 Residuos textiles;Total nacional;2015;40.767
07.6 Residuos textiles;Total nacional;2014;41.329
07.6 Residuos textiles;Total nacional;2013;23.488
07.6 Residuos textiles;Total nacional;2012;14.656
07.6 Residuos textiles;Total nacional;2011;7.668
07.6 Residuos textiles;Total nacional;2010;4.683
07.6 Residuos textiles;Andalucía;2018;3.269
07.6 Residuos textiles;Andalucía;2017;3.392
07.6 Residuos textiles;Andalucía;2016;3.301
07.6 Residuos textiles;Andalucía;2015;2.945
07.6 Residuos textiles;Andalucía;2014;2.981
07.6 Residuos textiles;Andalucía;2013;8.134
07.6 Residuos textiles;Andalucía;2012;2.259
07.6 Residuos textiles;Andalucía;2011;2.267
07.6 Residuos textiles;Andalucía;2010;659
07.6 Residuos textiles;Aragón;2018;571
07.6 Residuos textiles;Aragón;2017;581
07.6 Residuos textiles;Aragón;2016;11
07.6 Residuos textiles;Aragón;2015;591
07.6 Residuos textiles;Aragón;2014;592
07.6 Residuos textiles;Aragón;2013;68
07.6 Residuos textiles;Aragón;2012;18
07.6 Residuos textiles;Aragón;2011;142
07.6 Residuos textiles;Aragón;2010;20
07.6 Residuos textiles;Asturias, Principado de;2018;1.234
07.6 Residuos textiles;Asturias, Principado de;2017;882
07.6 Residuos textiles;Asturias, Principado de;2016;0
07.6 Residuos textiles;Asturias, Principado de;2015;579
07.6 Residuos textiles;Asturias, Principado de;2014;504
07.6 Residuos textiles;Asturias, Principado de;2013;106
07.6 Residuos textiles;Asturias, Principado de;2012;136
07.6 Residuos textiles;Asturias, Principado de;2011;0
07.6 Residuos textiles;Asturias, Principado de;2010;0
07.6 Residuos textiles;Balears, Illes;2018;742
07.6 Residuos textiles;Balears, Illes;2017;860
07.6 Residuos textiles;Balears, Illes;2016;2.493
07.6 Residuos textiles;Balears, Illes;2015;198
07.6 Residuos textiles;Balears, Illes;2014;191
07.6 Residuos textiles;Balears, Illes;2013;42
07.6 Residuos textiles;Balears, Illes;2012;53
07.6 Residuos textiles;Balears, Illes;2011;39
07.6 Residuos textiles;Balears, Illes;2010;25
07.6 Residuos textiles;Canarias;2018;142
07.6 Residuos textiles;Canarias;2017;1.045
07.6 Residuos textiles;Canarias;2016;1.078
07.6 Residuos textiles;Canarias;2015;474
07.6 Residuos textiles;Canarias;2014;460
07.6 Residuos textiles;Canarias;2013;10
07.6 Residuos textiles;Canarias;2012;401
07.6 Residuos textiles;Canarias;2011;373
07.6 Residuos textiles;Canarias;2010;141
07.6 Residuos textiles;Cantabria;2018;1.401
07.6 Residuos textiles;Cantabria;2017;1.312
07.6 Residuos textiles;Cantabria;2016;1.207
07.6 Residuos textiles;Cantabria;2015;782
07.6 Residuos textiles;Cantabria;2014;779
07.6 Residuos textiles;Cantabria;2013;673
07.6 Residuos textiles;Cantabria;2012;230
07.6 Residuos textiles;Cantabria;2011;231
07.6 Residuos textiles;Cantabria;2010;206
07.6 Residuos textiles;Castilla y León;2018;2.547
07.6 Residuos textiles;Castilla y León;2017;1.573
07.6 Residuos textiles;Castilla y León;2016;1.371
07.6 Residuos textiles;Castilla y León;2015;530
07.6 Residuos textiles;Castilla y León;2014;504
07.6 Residuos textiles;Castilla y León;2013;466
07.6 Residuos textiles;Castilla y León;2012;34
07.6 Residuos textiles;Castilla y León;2011;78
07.6 Residuos textiles;Castilla y León;2010;56
07.6 Residuos textiles;Castilla - La Mancha;2018;2.972
07.6 Residuos textiles;Castilla - La Mancha;2017;1.732
07.6 Residuos textiles;Castilla - La Mancha;2016;1.901
07.6 Residuos textiles;Castilla - La Mancha;2015;813
07.6 Residuos textiles;Castilla - La Mancha;2014;809
07.6 Residuos textiles;Castilla - La Mancha;2013;926
07.6 Residuos textiles;Castilla - La Mancha;2012;634
07.6 Residuos textiles;Castilla - La Mancha;2011;142
07.6 Residuos textiles;Castilla - La Mancha;2010;224
07.6 Residuos textiles;Cataluña;2018;8.361
07.6 Residuos textiles;Cataluña;2017;6.822
07.6 Residuos textiles;Cataluña;2016;2.771
07.6 Residuos textiles;Cataluña;2015;2.693
07.6 Residuos textiles;Cataluña;2014;2.676
07.6 Residuos textiles;Cataluña;2013;2.746
07.6 Residuos textiles;Cataluña;2012;1.896
07.6 Residuos textiles;Cataluña;2011;967
07.6 Residuos textiles;Cataluña;2010;314
07.6 Residuos textiles;Comunitat Valenciana;2018;7.237
07.6 Residuos textiles;Comunitat Valenciana;2017;4.999
07.6 Residuos textiles;Comunitat Valenciana;2016;4.988
07.6 Residuos textiles;Comunitat Valenciana;2015;4.556
07.6 Residuos textiles;Comunitat Valenciana;2014;4.421
07.6 Residuos textiles;Comunitat Valenciana;2013;963
07.6 Residuos textiles;Comunitat Valenciana;2012;1.164
07.6 Residuos textiles;Comunitat Valenciana;2011;146
07.6 Residuos textiles;Comunitat Valenciana;2010;291
07.6 Residuos textiles;Extremadura;2018;368
07.6 Residuos textiles;Extremadura;2017;66
07.6 Residuos textiles;Extremadura;2016;93
07.6 Residuos textiles;Extremadura;2015;115
07.6 Residuos textiles;Extremadura;2014;124
07.6 Residuos textiles;Extremadura;2013;155
07.6 Residuos textiles;Extremadura;2012;57
07.6 Residuos textiles;Extremadura;2011;81
07.6 Residuos textiles;Extremadura;2010;3
07.6 Residuos textiles;Galicia;2018;396
07.6 Residuos textiles;Galicia;2017;81
07.6 Residuos textiles;Galicia;2016;114
07.6 Residuos textiles;Galicia;2015;227
07.6 Residuos textiles;Galicia;2014;205
07.6 Residuos textiles;Galicia;2013;150
07.6 Residuos textiles;Galicia;2012;461
07.6 Residuos textiles;Galicia;2011;300
07.6 Residuos textiles;Galicia;2010;415
07.6 Residuos textiles;Madrid, Comunidad de;2018;1.353
07.6 Residuos textiles;Madrid, Comunidad de;2017;1.260
07.6 Residuos textiles;Madrid, Comunidad de;2016;1.129
07.6 Residuos textiles;Madrid, Comunidad de;2015;608
07.6 Residuos textiles;Madrid, Comunidad de;2014;651
07.6 Residuos textiles;Madrid, Comunidad de;2013;433
07.6 Residuos textiles;Madrid, Comunidad de;2012;871
07.6 Residuos textiles;Madrid, Comunidad de;2011;291
07.6 Residuos textiles;Madrid, Comunidad de;2010;317
07.6 Residuos textiles;Murcia, Región de;2018;560
07.6 Residuos textiles;Murcia, Región de;2017;574
07.6 Residuos textiles;Murcia, Región de;2016;564
07.6 Residuos textiles;Murcia, Región de;2015;144
07.6 Residuos textiles;Murcia, Región de;2014;142
07.6 Residuos textiles;Murcia, Región de;2013;215
07.6 Residuos textiles;Murcia, Región de;2012;328
07.6 Residuos textiles;Murcia, Región de;2011;421
07.6 Residuos textiles;Murcia, Región de;2010;46
07.6 Residuos textiles;Navarra, Comunidad Foral de;2018;3.956
07.6 Residuos textiles;Navarra, Comunidad Foral de;2017;3.231
07.6 Residuos textiles;Navarra, Comunidad Foral de;2016;2.671
07.6 Residuos textiles;Navarra, Comunidad Foral de;2015;1.235
07.6 Residuos textiles;Navarra, Comunidad Foral de;2014;1.199
07.6 Residuos textiles;Navarra, Comunidad Foral de;2013;2.121
07.6 Residuos textiles;Navarra, Comunidad Foral de;2012;1.258
07.6 Residuos textiles;Navarra, Comunidad Foral de;2011;841
07.6 Residuos textiles;Navarra, Comunidad Foral de;2010;858
07.6 Residuos textiles;País Vasco;2018;5.223
07.6 Residuos textiles;País Vasco;2017;10.814
07.6 Residuos textiles;País Vasco;2016;10.916
07.6 Residuos textiles;País Vasco;2015;11.907
07.6 Residuos textiles;País Vasco;2014;12.068
07.6 Residuos textiles;País Vasco;2013;6.278
07.6 Residuos textiles;País Vasco;2012;4.849
07.6 Residuos textiles;País Vasco;2011;1.349
07.6 Residuos textiles;País Vasco;2010;1.097
07.6 Residuos textiles;Rioja, La;2018;10
07.6 Residuos textiles;Rioja, La;2017;12
07.6 Residuos textiles;Rioja, La;2016;8
07.6 Residuos textiles;Rioja, La;2015;198
07.6 Residuos textiles;Rioja, La;2014;169
07.6 Residuos textiles;Rioja, La;2013;2
07.6 Residuos textiles;Rioja, La;2012;7
07.6 Residuos textiles;Rioja, La;2011;0
07.6 Residuos textiles;Rioja, La;2010;11
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2018;58.733
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2017;54.599
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2016;46.068
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2015;63.338
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2014;52.582
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2013;41.644
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2012;32.179
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2011;29.330
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Total nacional;2010;61.216
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2018;5.036
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2017;4.349
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2016;4.264
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2015;3.657
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2014;3.006
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2013;2.366
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2012;3.014
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2011;3.054
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Andalucía;2010;25.185
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2018;1.226
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2017;1.295
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2016;796
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2015;1.035
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2014;856
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2013;1.051
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2012;1.321
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2011;1.382
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Aragón;2010;1.209
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2018;2.260
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2017;1.505
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2016;708
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2015;2.296
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2014;1.907
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2013;787
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2012;939
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2011;933
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Asturias, Principado de;2010;1.679
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2018;5.105
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2017;2.218
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2016;1.244
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2015;1.412
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2014;1.173
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2013;253
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2012;831
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2011;124
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Balears, Illes;2010;501
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2018;5.969
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2017;4.541
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2016;5.182
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2015;2.779
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2014;2.308
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2013;819
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2012;1.935
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2011;1.908
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Canarias;2010;1.826
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2018;913
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2017;843
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2016;738
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2015;603
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2014;501
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2013;431
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2012;624
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2011;490
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cantabria;2010;1.214
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2018;4.897
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2017;2.854
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2016;7.065
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2015;9.521
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2014;7.910
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2013;918
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2012;1.565
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2011;1.334
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla y León;2010;4.161
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Castilla - La Mancha;2018;2.604
