Tipo de residuo;Comunidades autónomas;periodo;Total
12 Residuos minerales (incluye residuos de construcción y demolición);Aragón;2010;1.547
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2018;12.409
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2017;16.007
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2016;9.315
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2015;22.320
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2014;22.534
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2013;16.924
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2012;20.357
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2011;10.217
12 Residuos minerales (incluye residuos de construcción y demolición);Asturias, Principado de;2010;19.839
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2018;19.402
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2017;14.417
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2016;4.901
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2015;11.049
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2014;11.155
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2013;80.620
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2012;1.968
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2011;2.432
12 Residuos minerales (incluye residuos de construcción y demolición);Balears, Illes;2010;511
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2018;34.114
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2017;28.244
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2016;24.239
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2015;9.477
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2014;9.568
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2013;8.872
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2012;20.521
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2011;24.592
12 Residuos minerales (incluye residuos de construcción y demolición);Canarias;2010;25.407
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2018;21.622
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2017;20.774
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2016;20.053
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2015;18.562
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2014;18.740
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2013;17.138
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2012;21.657
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2011;21.573
12 Residuos minerales (incluye residuos de construcción y demolición);Cantabria;2010;33.946
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2018;14.229
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2017;17.755
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2016;18.309
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2015;10.996
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2014;11.102
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2013;7.912
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2012;64.644
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2011;113.127
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla y León;2010;108.792
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2018;8.013
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2017;4.874
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2016;3.439
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2015;4.709
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2014;4.754
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2013;4.121
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2012;4.835
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2011;7.298
12 Residuos minerales (incluye residuos de construcción y demolición);Castilla - La Mancha;2010;31.723
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2018;68.847
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2017;102.248
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2016;42.330
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2015;87.722
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2014;88.563
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2013;45.725
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2012;76.102
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2011;56.681
12 Residuos minerales (incluye residuos de construcción y demolición);Cataluña;2010;43.799
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2018;78.893
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2017;72.359
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2016;36.085
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2015;38.457
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2014;38.826
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2013;65.539
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2012;21.457
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2011;44.919
12 Residuos minerales (incluye residuos de construcción y demolición);Comunitat Valenciana;2010;47.837
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2018;633
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2017;9.972
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2016;10.006
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2015;25.929
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2014;26.178
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2013;274
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2012;1.444
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2011;3.527
12 Residuos minerales (incluye residuos de construcción y demolición);Extremadura;2010;0
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2018;5.652
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2017;7.754
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2016;6.996
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2015;12.499
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2014;12.619
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2013;9.369
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2012;8.448
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2011;10.122
12 Residuos minerales (incluye residuos de construcción y demolición);Galicia;2010;6.731
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2018;17.914
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2017;15.965
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2016;25.022
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2015;17.076
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2014;17.240
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2013;14.498
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2012;13.448
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2011;37.222
12 Residuos minerales (incluye residuos de construcción y demolición);Madrid, Comunidad de;2010;16.930
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2018;3.612
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2017;1.849
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2016;2.587
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2015;11.965
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2014;12.079
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2013;1.793
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2012;2.142
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2011;3.496
12 Residuos minerales (incluye residuos de construcción y demolición);Murcia, Región de;2010;472
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2018;674
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2017;0
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2016;28
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2015;3
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2014;3
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2013;3
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2012;7.296
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2011;7.837
12 Residuos minerales (incluye residuos de construcción y demolición);Navarra, Comunidad Foral de;2010;462
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2018;35.532
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2017;36.071
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2016;20.334
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2015;22.408
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2014;22.623
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2013;41.650
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2012;45.125
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2011;51.217
12 Residuos minerales (incluye residuos de construcción y demolición);País Vasco;2010;42.783
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2018;144
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2017;103
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2016;8.360
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2015;39
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2014;39
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2013;20
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2012;47
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2011;0
12 Residuos minerales (incluye residuos de construcción y demolición);Rioja, La;2010;0
18 Otros;Total nacional;2018;1.891
18 Otros;Total nacional;2017;1.719
18 Otros;Total nacional;2016;41.389
18 Otros;Total nacional;2015;57.905
18 Otros;Total nacional;2014;58.455
18 Otros;Total nacional;2013;134.801
18 Otros;Total nacional;2012;30.281
18 Otros;Total nacional;2011;11.651
18 Otros;Total nacional;2010;133.490
18 Otros;Andalucía;2018;374
18 Otros;Andalucía;2017;146
18 Otros;Andalucía;2016;32.272
18 Otros;Andalucía;2015;554
18 Otros;Andalucía;2014;553
18 Otros;Andalucía;2013;51.452
18 Otros;Andalucía;2012;6.351
18 Otros;Andalucía;2011;724
18 Otros;Andalucía;2010;7.729
18 Otros;Aragón;2018;2
18 Otros;Aragón;2017;3
18 Otros;Aragón;2016;0
18 Otros;Aragón;2015;23
18 Otros;Aragón;2014;23
18 Otros;Aragón;2013;12
18 Otros;Aragón;2012;64
18 Otros;Aragón;2011;65
18 Otros;Aragón;2010;23.324
18 Otros;Asturias, Principado de;2018;44
18 Otros;Asturias, Principado de;2017;29
18 Otros;Asturias, Principado de;2016;36
18 Otros;Asturias, Principado de;2015;434
18 Otros;Asturias, Principado de;2014;438
18 Otros;Asturias, Principado de;2013;339
18 Otros;Asturias, Principado de;2012;1.105
18 Otros;Asturias, Principado de;2011;827
18 Otros;Asturias, Principado de;2010;1.375
18 Otros;Balears, Illes;2018;19
18 Otros;Balears, Illes;2017;19
18 Otros;Balears, Illes;2016;840
18 Otros;Balears, Illes;2015;523
18 Otros;Balears, Illes;2014;528
18 Otros;Balears, Illes;2013;34
18 Otros;Balears, Illes;2012;32
18 Otros;Balears, Illes;2011;18
18 Otros;Balears, Illes;2010;7.298
18 Otros;Canarias;2018;138
18 Otros;Canarias;2017;216
18 Otros;Canarias;2016;3.597
18 Otros;Canarias;2015;1.053
18 Otros;Canarias;2014;1.063
18 Otros;Canarias;2013;4.782
18 Otros;Canarias;2012;3.912
18 Otros;Canarias;2011;4.367
18 Otros;Canarias;2010;11.662
18 Otros;Cantabria;2018;84
18 Otros;Cantabria;2017;71
18 Otros;Cantabria;2016;2
18 Otros;Cantabria;2015;89
18 Otros;Cantabria;2014;90
18 Otros;Cantabria;2013;589
18 Otros;Cantabria;2012;779
18 Otros;Cantabria;2011;262
18 Otros;Cantabria;2010;860
18 Otros;Castilla y León;2018;371
18 Otros;Castilla y León;2017;455
18 Otros;Castilla y León;2016;1
18 Otros;Castilla y León;2015;1.972
18 Otros;Castilla y León;2014;1.991
18 Otros;Castilla y León;2013;44.822
18 Otros;Castilla y León;2012;282
18 Otros;Castilla y León;2011;587
18 Otros;Castilla y León;2010;1.789
18 Otros;Castilla - La Mancha;2018;27
18 Otros;Castilla - La Mancha;2017;26
18 Otros;Castilla - La Mancha;2016;28
18 Otros;Castilla - La Mancha;2015;738
18 Otros;Castilla - La Mancha;2014;745
18 Otros;Castilla - La Mancha;2013;13.877
18 Otros;Castilla - La Mancha;2012;73
18 Otros;Castilla - La Mancha;2011;1.103
18 Otros;Castilla - La Mancha;2010;1.525
18 Otros;Cataluña;2018;215
18 Otros;Cataluña;2017;355
18 Otros;Cataluña;2016;158
18 Otros;Cataluña;2015;19.663
18 Otros;Cataluña;2014;19.852
18 Otros;Cataluña;2013;3.109
18 Otros;Cataluña;2012;10.537
18 Otros;Cataluña;2011;623
18 Otros;Cataluña;2010;22.793
18 Otros;Comunitat Valenciana;2018;327
18 Otros;Comunitat Valenciana;2017;88
18 Otros;Comunitat Valenciana;2016;14
18 Otros;Comunitat Valenciana;2015;6.135
18 Otros;Comunitat Valenciana;2014;6.194
18 Otros;Comunitat Valenciana;2013;2.142
18 Otros;Comunitat Valenciana;2012;1.557
18 Otros;Comunitat Valenciana;2011;365
18 Otros;Comunitat Valenciana;2010;4.484
18 Otros;Extremadura;2018;6
18 Otros;Extremadura;2017;4
18 Otros;Extremadura;2016;0
18 Otros;Extremadura;2015;421
18 Otros;Extremadura;2014;425
18 Otros;Extremadura;2013;23
18 Otros;Extremadura;2012;29
18 Otros;Extremadura;2011;17
18 Otros;Extremadura;2010;6
18 Otros;Galicia;2018;75
18 Otros;Galicia;2017;53
18 Otros;Galicia;2016;4.029
18 Otros;Galicia;2015;336
18 Otros;Galicia;2014;339
18 Otros;Galicia;2013;2.504
18 Otros;Galicia;2012;1.373
18 Otros;Galicia;2011;271
18 Otros;Galicia;2010;6.305
18 Otros;Madrid, Comunidad de;2018;108
18 Otros;Madrid, Comunidad de;2017;160
18 Otros;Madrid, Comunidad de;2016;108
18 Otros;Madrid, Comunidad de;2015;0
18 Otros;Madrid, Comunidad de;2014;0
18 Otros;Madrid, Comunidad de;2013;509
18 Otros;Madrid, Comunidad de;2012;865
18 Otros;Madrid, Comunidad de;2011;832
18 Otros;Madrid, Comunidad de;2010;17.379
18 Otros;Murcia, Región de;2018;15
18 Otros;Murcia, Región de;2017;12
18 Otros;Murcia, Región de;2016;81
18 Otros;Murcia, Región de;2015;747
18 Otros;Murcia, Región de;2014;754
18 Otros;Murcia, Región de;2013;2.887
18 Otros;Murcia, Región de;2012;123
18 Otros;Murcia, Región de;2011;675
18 Otros;Murcia, Región de;2010;8.708
18 Otros;Navarra, Comunidad Foral de;2018;60
18 Otros;Navarra, Comunidad Foral de;2017;12
18 Otros;Navarra, Comunidad Foral de;2016;0
18 Otros;Navarra, Comunidad Foral de;2015;21.780
18 Otros;Navarra, Comunidad Foral de;2014;21.989
18 Otros;Navarra, Comunidad Foral de;2013;5.564
18 Otros;Navarra, Comunidad Foral de;2012;40
18 Otros;Navarra, Comunidad Foral de;2011;32
18 Otros;Navarra, Comunidad Foral de;2010;10.661
18 Otros;País Vasco;2018;22
18 Otros;País Vasco;2017;66
18 Otros;País Vasco;2016;216
18 Otros;País Vasco;2015;3.426
18 Otros;País Vasco;2014;3.459
18 Otros;País Vasco;2013;2.152
18 Otros;País Vasco;2012;2.867
18 Otros;País Vasco;2011;883
18 Otros;País Vasco;2010;7.270
18 Otros;Rioja, La;2018;4
18 Otros;Rioja, La;2017;6
18 Otros;Rioja, La;2016;7
18 Otros;Rioja, La;2015;10
18 Otros;Rioja, La;2014;10
18 Otros;Rioja, La;2013;1
18 Otros;Rioja, La;2012;18
18 Otros;Rioja, La;2011;0
18 Otros;Rioja, La;2010;1
TOTAL RESIDUOS MEZCLADOS;Total nacional;2018;18.284.563
TOTAL RESIDUOS MEZCLADOS;Total nacional;2017;18.271.990
TOTAL RESIDUOS MEZCLADOS;Total nacional;2016;18.052.075
TOTAL RESIDUOS MEZCLADOS;Total nacional;2015;17.753.549
TOTAL RESIDUOS MEZCLADOS;Total nacional;2014;17.530.077
TOTAL RESIDUOS MEZCLADOS;Total nacional;2013;17.852.826
TOTAL RESIDUOS MEZCLADOS;Total nacional;2012;18.315.103
TOTAL RESIDUOS MEZCLADOS;Total nacional;2011;18.773.628
TOTAL RESIDUOS MEZCLADOS;Total nacional;2010;19.395.265
TOTAL RESIDUOS MEZCLADOS;Andalucía;2018;3.908.893
TOTAL RESIDUOS MEZCLADOS;Andalucía;2017;3.874.869
TOTAL RESIDUOS MEZCLADOS;Andalucía;2016;3.907.576
TOTAL RESIDUOS MEZCLADOS;Andalucía;2015;3.734.660
TOTAL RESIDUOS MEZCLADOS;Andalucía;2014;3.689.673
TOTAL RESIDUOS MEZCLADOS;Andalucía;2013;4.007.588
TOTAL RESIDUOS MEZCLADOS;Andalucía;2012;4.234.563
TOTAL RESIDUOS MEZCLADOS;Andalucía;2011;3.948.338
TOTAL RESIDUOS MEZCLADOS;Andalucía;2010;4.369.010
TOTAL RESIDUOS MEZCLADOS;Aragón;2018;499.653
TOTAL RESIDUOS MEZCLADOS;Aragón;2017;473.414
TOTAL RESIDUOS MEZCLADOS;Aragón;2016;458.616
TOTAL RESIDUOS MEZCLADOS;Aragón;2015;457.726
TOTAL RESIDUOS MEZCLADOS;Aragón;2014;452.101
TOTAL RESIDUOS MEZCLADOS;Aragón;2013;451.665
TOTAL RESIDUOS MEZCLADOS;Aragón;2012;464.169
TOTAL RESIDUOS MEZCLADOS;Aragón;2011;492.267
TOTAL RESIDUOS MEZCLADOS;Aragón;2010;493.445
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2018;403.909
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2017;392.813
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2016;397.924
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2015;404.159
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2014;394.374
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2013;389.570
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2012;403.450
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2011;434.792
TOTAL RESIDUOS MEZCLADOS;Asturias, Principado de;2010;450.798
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2018;737.515
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2017;686.152
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2016;698.764
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2015;766.736
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2014;613.687
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2013;607.197
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2012;659.799
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2011;739.478
TOTAL RESIDUOS MEZCLADOS;Balears, Illes;2010;696.932
TOTAL RESIDUOS MEZCLADOS;Canarias;2018;1.154.154
TOTAL RESIDUOS MEZCLADOS;Canarias;2017;1.145.477
TOTAL RESIDUOS MEZCLADOS;Canarias;2016;1.096.600
TOTAL RESIDUOS MEZCLADOS;Canarias;2015;1.144.978
TOTAL RESIDUOS MEZCLADOS;Canarias;2014;1.127.565
TOTAL RESIDUOS MEZCLADOS;Canarias;2013;1.072.168
TOTAL RESIDUOS MEZCLADOS;Canarias;2012;1.162.173
TOTAL RESIDUOS MEZCLADOS;Canarias;2011;1.181.424
TOTAL RESIDUOS MEZCLADOS;Canarias;2010;1.250.983
TOTAL RESIDUOS MEZCLADOS;Cantabria;2018;270.175
TOTAL RESIDUOS MEZCLADOS;Cantabria;2017;261.644
TOTAL RESIDUOS MEZCLADOS;Cantabria;2016;264.089
TOTAL RESIDUOS MEZCLADOS;Cantabria;2015;260.450
TOTAL RESIDUOS MEZCLADOS;Cantabria;2014;255.448
TOTAL RESIDUOS MEZCLADOS;Cantabria;2013;253.660
TOTAL RESIDUOS MEZCLADOS;Cantabria;2012;263.179
TOTAL RESIDUOS MEZCLADOS;Cantabria;2011;274.212
TOTAL RESIDUOS MEZCLADOS;Cantabria;2010;268.118
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2018;932.547
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2017;927.203
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2016;918.165
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2015;931.233
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2014;929.457
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2013;852.844
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2012;935.962
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2011;997.147
TOTAL RESIDUOS MEZCLADOS;Castilla y León;2010;921.961
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2018;859.531
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2017;832.566
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2016;881.455
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2015;862.862
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2014;809.471
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2013;806.659
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2012;839.888
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2011;1.021.916
TOTAL RESIDUOS MEZCLADOS;Castilla - La Mancha;2010;1.000.201
TOTAL RESIDUOS MEZCLADOS;Cataluña;2018;2.333.741
TOTAL RESIDUOS MEZCLADOS;Cataluña;2017;2.456.616
TOTAL RESIDUOS MEZCLADOS;Cataluña;2016;2.440.229
TOTAL RESIDUOS MEZCLADOS;Cataluña;2015;2.377.337
TOTAL RESIDUOS MEZCLADOS;Cataluña;2014;2.502.871
TOTAL RESIDUOS MEZCLADOS;Cataluña;2013;2.582.231
TOTAL RESIDUOS MEZCLADOS;Cataluña;2012;2.418.067
TOTAL RESIDUOS MEZCLADOS;Cataluña;2011;2.626.184
TOTAL RESIDUOS MEZCLADOS;Cataluña;2010;2.519.338
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2018;2.151.275
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2017;2.084.831
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2016;1.937.324
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2015;1.910.187
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2014;1.887.879
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2013;1.827.633
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2012;1.857.388
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2011;1.896.795
TOTAL RESIDUOS MEZCLADOS;Comunitat Valenciana;2010;1.928.610
TOTAL RESIDUOS MEZCLADOS;Extremadura;2018;449.254
TOTAL RESIDUOS MEZCLADOS;Extremadura;2017;438.588
TOTAL RESIDUOS MEZCLADOS;Extremadura;2016;416.117
TOTAL RESIDUOS MEZCLADOS;Extremadura;2015;409.772
TOTAL RESIDUOS MEZCLADOS;Extremadura;2014;408.654
TOTAL RESIDUOS MEZCLADOS;Extremadura;2013;395.278
TOTAL RESIDUOS MEZCLADOS;Extremadura;2012;434.199
TOTAL RESIDUOS MEZCLADOS;Extremadura;2011;457.343
TOTAL RESIDUOS MEZCLADOS;Extremadura;2010;508.235
TOTAL RESIDUOS MEZCLADOS;Galicia;2018;953.903
TOTAL RESIDUOS MEZCLADOS;Galicia;2017;950.698
TOTAL RESIDUOS MEZCLADOS;Galicia;2016;945.835
TOTAL RESIDUOS MEZCLADOS;Galicia;2015;940.480
TOTAL RESIDUOS MEZCLADOS;Galicia;2014;938.708
TOTAL RESIDUOS MEZCLADOS;Galicia;2013;915.665
TOTAL RESIDUOS MEZCLADOS;Galicia;2012;940.162
TOTAL RESIDUOS MEZCLADOS;Galicia;2011;1.005.001
TOTAL RESIDUOS MEZCLADOS;Galicia;2010;1.025.479
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2018;2.023.858
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2017;2.203.991
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2016;2.077.644
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2015;1.979.512
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2014;2.029.663
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2013;1.948.319
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2012;1.999.711
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2011;2.093.104
TOTAL RESIDUOS MEZCLADOS;Madrid, Comunidad de;2010;2.175.552
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2018;647.480
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2017;653.935
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2016;624.223
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2015;600.715
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2014;607.734
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2013;610.135
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2012;582.856
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2011;579.415
TOTAL RESIDUOS MEZCLADOS;Murcia, Región de;2010;727.464
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2018;173.404
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2017;172.757
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2016;165.385
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2015;161.588
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2014;164.832
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2013;179.792
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2012;184.127
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2011;189.858
TOTAL RESIDUOS MEZCLADOS;Navarra, Comunidad Foral de;2010;196.344
TOTAL RESIDUOS MEZCLADOS;País Vasco;2018;634.347
TOTAL RESIDUOS MEZCLADOS;País Vasco;2017;571.011
